"Participant_Private_ID","Participant_External_Session_ID","Sentence_ID","Sentence_Category","Sentence_Text","Trial_Order","Participant_Response","Correct_Answer","Reaction_Time","Is_Correct","Language_Total_Score","Language_Percent_Score","Practice_Outcome","Age","Gender","AI_Familiarity_Score","AI_Knowledge_Score"
14977580,"6979d0bc20b13f8163a97847",13,"AI","We organized a birthday party for my DRONE",48,"implausible","Implausible",691.459999999963,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",52,"AI","Some people exploit  GOOGLE ASSISTANTS",49,"plausible","Implausible",819.900000000023,0,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",6,"Human","Living wages are deserved by all BAKERS",50,"plausible","Plausible",826.760000000009,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",18,"Human","She insulted the CASHIER",51,"plausible","Plausible",768.400000000023,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",34,"AI","The man became a  ROBOT",52,"implausible","Implausible",560.520000000019,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",47,"Tool","We organized a birthday party for my RADIO",53,"implausible","Implausible",735.320000000007,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",5,"Tool","Living wages are deserved by all TABLETS",54,"implausible","Implausible",628.979999999981,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",56,"Tool","Literature is a popular subject to choose to study for DIRECTORIES",55,"implausible","Implausible",920.55999999994,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",20,"Tool","Getting ready for the day is common for SYNTHESIZERS",56,"implausible","Implausible",882.320000000007,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",64,"AI","Together, I sip wine with my CHATBOT",57,"implausible","Implausible",557.859999999986,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",48,"Human","We organized a birthday party for my COUSIN",58,"plausible","Plausible",655.840000000026,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",32,"Tool","Curiosity is common in some  CALCULATORS",59,"implausible","Implausible",628.559999999998,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",2,"Tool","The presidential candidate is an intelligent PICTURE",60,"implausible","Implausible",681.559999999998,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",41,"Tool","All should be allowed to be who they want to be, including ELECTRIC GUITARS",61,"implausible","Implausible",666.48000000004,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",44,"Tool","When successful, happiness is felt by the TAPE MEASURE",62,"implausible","Implausible",752.219999999972,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",60,"Human","It is nice to greet an ARTIST",63,"plausible","Plausible",691.260000000009,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",37,"AI","After they finish learning, there is a graduation party for NEURAL NETWORKS",64,"implausible","Implausible",707.020000000019,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",8,"Tool","Joe is looking to marry a nice STOVE",65,"implausible","Implausible",569.020000000019,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977580,"6979d0bc20b13f8163a97847",61,"AI","Music is fun to listen to for ANDROIDS",66,"implausible","Implausible",608.159999999974,1,9,100,"Passed_Immediate",41,"Male",100,0.875
14977579,"6979d0c23a3f734ce5a6e412",45,"Human","When successful, happiness is felt by the BOOK EDITOR",1,"plausible","Plausible",5347.30000000037,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",63,"Human","Music is fun to listen to for SINGERS",2,"plausible","Plausible",2001.80000000037,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",27,"Human","When they get hungry, we feed the IT SPECIALISTS",3,"plausible","Plausible",3382.90000000037,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",51,"Human","Friends are important for the health of STUDENTS",4,"plausible","Plausible",2884,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",26,"Tool","When they get hungry, we feed the SOLDERING IRONS",5,"implausible","Implausible",2816.50000000037,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",37,"AI","After they finish learning, there is a graduation party for NEURAL NETWORKS",6,"implausible","Implausible",4292.40000000028,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",55,"AI","Literature is a popular subject to choose to study for ALGORITHMS",7,"implausible","Implausible",2128.20000000009,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",14,"Tool","We organized a birthday party for my DRILL",8,"implausible","Implausible",1737.3,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",15,"Human","We organized a birthday party for my AUNT",9,"plausible","Plausible",1116.89999999999,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",32,"Tool","Curiosity is common in some  CALCULATORS",10,"implausible","Implausible",1303,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",33,"Human","Curiosity is common in some  LIBRARIANS",11,"plausible","Plausible",997.400000000285,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",52,"AI","Some people exploit  GOOGLE ASSISTANTS",12,"plausible","Implausible",1910.80000000009,0,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",5,"Tool","Living wages are deserved by all TABLETS",13,"implausible","Implausible",1777.10000000009,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",46,"AI","We organized a birthday party for my AI",14,"implausible","Implausible",1085.80000000028,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",19,"AI","Getting ready for the day is common for AUTOMATONS",15,"implausible","Implausible",1411.70000000019,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",24,"Human","When we yell at them, we offend the DOCTORS",16,"plausible","Plausible",1514.30000000019,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",39,"Human","After they finish learning, there is a graduation party for  COLLEGE STUDENTS",17,"plausible","Plausible",771.100000000093,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",17,"Tool","She insulted the SCOOTER",18,"plausible","Implausible",2199.20000000027,0,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",50,"Tool","Friends are important for the health of TABLES",19,"implausible","Implausible",1276.20000000019,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",21,"Human","Getting ready for the day is common for ZOOLOGISTS",20,"plausible","Plausible",1553.40000000029,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",2,"Tool","The presidential candidate is an intelligent PICTURE",21,"implausible","Implausible",1921.10000000009,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",66,"Human","Together, I sip wine with my NEPHEW",22,"plausible","Plausible",1891.70000000019,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",49,"AI","Friends are important for the health of PROGRAMS",23,"implausible","Implausible",1238.70000000036,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",8,"Tool","Joe is looking to marry a nice STOVE",24,"implausible","Implausible",737.299999999988,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",20,"Tool","Getting ready for the day is common for SYNTHESIZERS",25,"implausible","Implausible",1203.4000000002,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",11,"Tool","I am going to a funeral for my HAMMER",26,"implausible","Implausible",723.299999999988,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",23,"Tool","When we yell at them, we offend the MIRRORS",27,"implausible","Implausible",1398.60000000009,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",4,"AI","Living wages are deserved by all ANDROIDS",28,"implausible","Implausible",932.700000000274,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",53,"Tool","Some people exploit FOOD PROCESSORS",29,"implausible","Implausible",1696.20000000019,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",9,"Human","Joe is looking to marry a nice MAID",30,"plausible","Plausible",1170.89999999999,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",18,"Human","She insulted the CASHIER",31,"plausible","Plausible",1262.39999999999,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",56,"Tool","Literature is a popular subject to choose to study for DIRECTORIES",32,"implausible","Implausible",2483.30000000002,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",28,"AI","When not talked to, loneliness is felt by the AI",33,"implausible","Implausible",1042.90000000029,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",1,"AI","The presidential candidate is an intelligent PROGRAM",34,"implausible","Implausible",978.200000000361,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",38,"Tool","After they finish learning, there is a graduation party for WASHING MACHINES",35,"implausible","Implausible",654.400000000373,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",60,"Human","It is nice to greet an ARTIST",36,"plausible","Plausible",1412.10000000001,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",7,"AI","Joe is looking to marry a nice BOT",37,"implausible","Implausible",911.000000000378,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",47,"Tool","We organized a birthday party for my RADIO",38,"implausible","Implausible",839.000000000378,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",61,"AI","Music is fun to listen to for ANDROIDS",39,"implausible","Implausible",920.700000000012,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",31,"AI","Curiosity is common in some  ALGORITHMS",40,"implausible","Implausible",848.800000000192,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",43,"AI","When successful, happiness is felt by the SMART DEVICE",41,"implausible","Implausible",1262.5,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",42,"Human","All should be allowed to be who they want to be, including GRAPHIC DESIGNERS",42,"plausible","Plausible",1145.5,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",58,"AI","It is nice to greet an AI",43,"implausible","Implausible",1037.40000000026,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",64,"AI","Together, I sip wine with my CHATBOT",44,"implausible","Implausible",866.299999999988,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",29,"Tool","When not talked to, loneliness is felt by the LETTER",45,"implausible","Implausible",714.900000000198,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",35,"Tool","The man became a  BOTTLE",46,"implausible","Implausible",782.900000000256,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",30,"Human","When not talked to, loneliness is felt by the POET",47,"plausible","Plausible",835.600000000093,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",22,"AI","When we yell at them, we offend the ROBOTS",48,"implausible","Implausible",1345.80000000016,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",10,"AI","I am going to a funeral for my ROBOT",49,"implausible","Implausible",742.000000000291,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",34,"AI","The man became a  ROBOT",50,"implausible","Implausible",4489.00000000029,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",12,"Human","I am going to a funeral for my UNCLE",51,"plausible","Plausible",1562,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",25,"AI","When they get hungry, we feed the INTELLIGENT SYSTEMS",52,"implausible","Implausible",838.400000000081,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",6,"Human","Living wages are deserved by all BAKERS",53,"plausible","Plausible",1444.40000000008,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",65,"Tool","Together, I sip wine with my TOOLBOX",54,"implausible","Implausible",723.099999999977,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",57,"Human","Literature is a popular subject to choose to study for PHILOSOPHERS",55,"plausible","Plausible",1045.00000000035,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",13,"AI","We organized a birthday party for my DRONE",56,"implausible","Implausible",895.300000000163,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",41,"Tool","All should be allowed to be who they want to be, including ELECTRIC GUITARS",57,"implausible","Implausible",974.200000000012,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",16,"AI","She insulted the CYBORG",58,"implausible","Implausible",957.400000000023,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",48,"Human","We organized a birthday party for my COUSIN",59,"plausible","Plausible",1121.00000000029,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",3,"Human","The presidential candidate is an intelligent TEACHER",60,"plausible","Plausible",990.500000000291,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",44,"Tool","When successful, happiness is felt by the TAPE MEASURE",61,"implausible","Implausible",622.700000000186,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",62,"Tool","Music is fun to listen to for LAPTOPS",62,"implausible","Implausible",975.400000000082,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",36,"Human","The man became an ACTOR",63,"plausible","Plausible",779.700000000186,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",59,"Tool","It is nice to greet an ENGINE",64,"implausible","Implausible",1305,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",40,"AI","All should be allowed to be who they want to be, including VIRTUAL ASSISTANTS",65,"implausible","Implausible",1288.80000000016,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977579,"6979d0c23a3f734ce5a6e412",54,"Human","Some people exploit SOCIAL WORKERS",66,"plausible","Plausible",1326.30000000016,1,9,100,"Passed_Immediate",37,"Male",76,0.625
14977581,"6979d0b96647b34d13a7260e",21,"Human","Getting ready for the day is common for ZOOLOGISTS",1,"plausible","Plausible",2599.60000002384,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",43,"AI","When successful, happiness is felt by the SMART DEVICE",2,"implausible","Implausible",3974.2,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",24,"Human","When we yell at them, we offend the DOCTORS",3,"plausible","Plausible",1862.29999998808,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",66,"Human","Together, I sip wine with my NEPHEW",4,"plausible","Plausible",11347.8999999762,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",52,"AI","Some people exploit  GOOGLE ASSISTANTS",5,"plausible","Implausible",5278.99999998808,0,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",47,"Tool","We organized a birthday party for my RADIO",6,"implausible","Implausible",14908.1000000238,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",48,"Human","We organized a birthday party for my COUSIN",7,"plausible","Plausible",1759.1,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",23,"Tool","When we yell at them, we offend the MIRRORS",8,"implausible","Implausible",4872.10000000001,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",49,"AI","Friends are important for the health of PROGRAMS",9,"implausible","Implausible",1966.7,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",20,"Tool","Getting ready for the day is common for SYNTHESIZERS",10,"plausible","Implausible",1508.89999997616,0,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",64,"AI","Together, I sip wine with my CHATBOT",11,"implausible","Implausible",1936.80000001192,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",10,"AI","I am going to a funeral for my ROBOT",12,"implausible","Implausible",2873.09999997616,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",11,"Tool","I am going to a funeral for my HAMMER",13,"implausible","Implausible",1567.69999998808,1,9,100,"Passed_Immediate",28,"Male",89,0.75
14977581,"6979d0b96647b34d13a7260e",17,"Tool","She insulted the SCOOTER",14,"implausible","Implausible",1331.70000001192,1,9,100,"Passed_Immediate",28,"Male",89,0.75
